jurisdiction,year,quarter,num_inmate_are_3rd_striker,num_inmate_are_2nd_striker,num_unserved_felony_warrants,num_unserved_misdemean_warrants,percent_inmates_illegal_alien,num_inmate_assaults_on_staff,money_spent_medication_last_qtr,money_spent_psych_med_last_qtr,avg_length_stay_all_releases,avg_length_stay_pretrial_release,avg_length_stay_sentnced_release,census_county_name,fips_state_code,fips_county_code,fips_state_county_code
San Mateo Sheriff's Department,2000,2,48,60,NA,NA,13.8,2,NA,NA,NA,NA,NA,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,2000,2,7,13,1477,15733,18,2,NA,NA,NA,NA,NA,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,2000,2,148,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,Santa Clara County,06,085,06085
Santa Clara Probation Department,2000,2,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,2000,2,9,36,1132,6613,7,3,NA,NA,NA,NA,NA,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,2000,2,11,25,1043,4877,3,6,NA,NA,NA,NA,NA,Shasta County,06,089,06089
Sierra Sheriff's Department,2000,2,0,0,27,738,0,0,NA,NA,NA,NA,NA,Sierra County,06,091,06091
Siskiyou Sheriff's Department,2000,2,1,2,NA,NA,0,0,NA,NA,NA,NA,NA,Siskiyou County,06,093,06093
Solano Sheriff's Department,2000,2,7,4,9e3,9e3,2,2,NA,NA,NA,NA,NA,Solano County,06,095,06095
Sonoma Sheriff's Department,2000,2,NA,124,1241,19812,5,11,NA,NA,NA,NA,NA,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,2000,2,30,NA,NA,NA,6,6,NA,NA,NA,NA,NA,Stanislaus County,06,099,06099
Sutter Sheriff's Department,2000,2,12,4,287,2956,10,1,NA,NA,NA,NA,NA,Sutter County,06,101,06101
Tehama Sheriff's Department,2000,2,2,NA,NA,NA,15,0,NA,NA,NA,NA,NA,Tehama County,06,103,06103
Trinity Sheriff's Department,2000,2,0,1,150,1350,0,0,NA,NA,NA,NA,NA,Trinity County,06,105,06105
Tulare Sheriff's Department,2000,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Tulare County,06,107,06107
Tuolumne Sheriff's Department,2000,2,2,6,204,771,0,0,NA,NA,NA,NA,NA,Tuolumne County,06,109,06109
Ventura Sheriff's Department,2000,2,28,20,2690,47173,11.5,1,NA,NA,NA,NA,NA,Ventura County,06,111,06111
Ventura Work Furlough,2000,2,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,Ventura County,06,111,06111
Yolo Sheriff's Department,2000,2,NA,NA,840,1820,7,2,NA,NA,NA,NA,NA,Yolo County,06,113,06113
Yuba Sheriff's Department,2000,2,NA,NA,352,2254,39,0,NA,NA,NA,NA,NA,Yuba County,06,115,06115
Alameda Sheriff's Department,2000,1,70,209,5010,25626,5,10,NA,NA,NA,NA,NA,Alameda County,06,001,06001
Oakland Police Department,2000,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Alameda County,06,001,06001
Amador Sheriff's Department,2000,1,1,7,NA,NA,1,0,NA,NA,NA,NA,NA,Amador County,06,005,06005
Butte Sheriff's Department,2000,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte County,06,007,06007
Calaveras Sheriff's Department,2000,1,NA,NA,148,3491,0,0,NA,NA,NA,NA,NA,Calaveras County,06,009,06009
Colusa Sheriff's Department,2000,1,0,0,NA,NA,5,0,NA,NA,NA,NA,NA,Colusa County,06,011,06011
Contra Costa Sheriff's Department,2000,1,44,NA,2780,32e3,5,15,NA,NA,NA,NA,NA,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,2000,1,3,9,269,3214,2,3,NA,NA,NA,NA,NA,El Dorado County,06,017,06017
Fresno Sheriff's Department,2000,1,33,95,10395,135016,2.59,2,NA,NA,NA,NA,NA,Fresno County,06,019,06019
Glenn Sheriff's Department,2000,1,0,4,234,4344,NA,0,NA,NA,NA,NA,NA,Glenn County,06,021,06021
Humboldt Sheriff's Department,2000,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,Humboldt County,06,023,06023
Imperial Sheriff's Department,2000,1,NA,NA,1948,49448,30,0,NA,NA,NA,NA,NA,Imperial County,06,025,06025
Inyo Sheriff's Department,2000,1,1,1,NA,NA,5,0,NA,NA,NA,NA,NA,Inyo County,06,027,06027
Kern Sheriff's Department,2000,1,30,NA,3985,36122,NA,8,NA,NA,NA,NA,NA,Kern County,06,029,06029
Kings Sheriff's Department,2000,1,5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Kings County,06,031,06031
Lake Sheriff's Department,2000,1,NA,NA,10005,22787,0,0,NA,NA,NA,NA,NA,Lake County,06,033,06033
Lassen Sheriff's Department,2000,1,0,0,431,11792,NA,0,NA,NA,NA,NA,NA,Lassen County,06,035,06035
Los Angeles Sheriff's Department,2000,1,740,1227,92931,818167,23,34,NA,NA,NA,NA,NA,Los Angeles County,06,037,06037
Scapular House,2000,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,Los Angeles County,06,037,06037
Madera Corrections Department,2000,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Madera County,06,039,06039
Marin Sheriff's Department,2000,1,18,16,1980,11203,9,1,NA,NA,NA,NA,NA,Marin County,06,041,06041
Mariposa Sheriff's Department,2000,1,2,1,95,920,0,0,NA,NA,NA,NA,NA,Mariposa County,06,043,06043
Mendocino Sheriff's Department,2000,1,3,8,400,10400,5,0,NA,NA,NA,NA,NA,Mendocino County,06,045,06045
Merced Sheriff's Department,2000,1,9,12,2668,26441,15,0,NA,NA,NA,NA,NA,Merced County,06,047,06047
Modoc Sheriff's Department,2000,1,2,6,184,1691,2,0,NA,NA,NA,NA,NA,Modoc County,06,049,06049
Mono Sheriff's Department,2000,1,0,0.09,5490,6255,1,0,NA,NA,NA,NA,NA,Mono County,06,051,06051
Monterey Sheriff's Department,2000,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Monterey County,06,053,06053
Napa Corrections Department,2000,1,NA,NA,600,2400,12,0,NA,NA,NA,NA,NA,Napa County,06,055,06055
Nevada Sheriff's Department,2000,1,0,0,0,0,0,1,NA,NA,NA,NA,NA,Nevada County,06,057,06057
Orange Sheriff's Department,2000,1,142,174,17835,178456,12.5,13,NA,NA,NA,NA,NA,Orange County,06,059,06059
Santa Ana Police Department,2000,1,NA,NA,NA,NA,24,0,NA,NA,NA,NA,NA,Orange County,06,059,06059
Placer Sheriff's Department,2000,1,12,19,732,9502,NA,0,NA,NA,NA,NA,NA,Placer County,06,061,06061
Plumas Sheriff's Department,2000,1,0,1,98,452,0,0,NA,NA,NA,NA,NA,Plumas County,06,063,06063
Riverside Sheriff's Department,2000,1,21,13,10714,172354,14,66,NA,NA,NA,NA,NA,Riverside County,06,065,06065
Sacramento Sheriff's Department,2000,1,91,95,5192,65521,NA,NA,NA,NA,NA,NA,NA,Sacramento County,06,067,06067
San Benito Sheriff's Department,2000,1,3,5,NA,NA,5,0,NA,NA,NA,NA,NA,San Benito County,06,069,06069
San Bernardino Sheriff's Department,2000,1,64,131,11887,63927,16,7,NA,NA,NA,NA,NA,San Bernardino County,06,071,06071
San Diego Sheriff's Department,2000,1,100,215,15830,26104,5,8,NA,NA,NA,NA,NA,San Diego County,06,073,06073
San Diego Work Furlough,2000,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,San Diego County,06,073,06073
San Diego Probation Department,2000,1,0,0,0,0,4,0,NA,NA,NA,NA,NA,San Diego County,06,073,06073
San Francisco Sheriff's Department,2000,1,NA,NA,457,304,NA,16,NA,NA,NA,NA,NA,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,2000,1,15,25,NA,NA,8,1,NA,NA,NA,NA,NA,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,2000,1,NA,NA,896,23191,8,0,NA,NA,NA,NA,NA,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,2000,1,50,57,NA,NA,12.5,1,NA,NA,NA,NA,NA,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,2000,1,8,18,1454,16297,21,2,NA,NA,NA,NA,NA,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,2000,1,185,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,Santa Clara County,06,085,06085
Santa Clara Probation Department,2000,1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,2000,1,11,28,1132,6613,6,3,NA,NA,NA,NA,NA,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,2000,1,7,14,972,4624,2,6,NA,NA,NA,NA,NA,Shasta County,06,089,06089
Sierra Sheriff's Department,2000,1,0,0,26,740,0,0,NA,NA,NA,NA,NA,Sierra County,06,091,06091
Siskiyou Sheriff's Department,2000,1,2,3,NA,NA,0,0,NA,NA,NA,NA,NA,Siskiyou County,06,093,06093
Solano Sheriff's Department,2000,1,7,4,6500,6500,1,7,NA,NA,NA,NA,NA,Solano County,06,095,06095
Sonoma Sheriff's Department,2000,1,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,2000,1,28,NA,NA,NA,4,1,NA,NA,NA,NA,NA,Stanislaus County,06,099,06099
Sutter Sheriff's Department,2000,1,16,3,286,2967,10,4,NA,NA,NA,NA,NA,Sutter County,06,101,06101
Tehama Sheriff's Department,2000,1,2,NA,NA,NA,25,1,NA,NA,NA,NA,NA,Tehama County,06,103,06103
Trinity Sheriff's Department,2000,1,0,0,186,1303,0,0,NA,NA,NA,NA,NA,Trinity County,06,105,06105
Tulare Sheriff's Department,2000,1,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Tulare County,06,107,06107
Tuolumne Sheriff's Department,2000,1,2,5,173,808,0,0,NA,NA,NA,NA,NA,Tuolumne County,06,109,06109
Ventura Sheriff's Department,2000,1,28,20,2690,47173,11.5,1,NA,NA,NA,NA,NA,Ventura County,06,111,06111
Ventura Work Furlough,2000,1,0,0,0,0,1,0,NA,NA,NA,NA,NA,Ventura County,06,111,06111
Yolo Sheriff's Department,2000,1,NA,NA,594,1632,3,0,NA,NA,NA,NA,NA,Yolo County,06,113,06113
Yuba Sheriff's Department,2000,1,NA,NA,372,2489,44,1,NA,NA,NA,NA,NA,Yuba County,06,115,06115
Alameda Sheriff's Department,1999,4,64,169,4983,25543,5,17,NA,NA,NA,NA,NA,Alameda County,06,001,06001
Amador Sheriff's Department,1999,4,1,6,NA,NA,2.25,0,NA,NA,NA,NA,NA,Amador County,06,005,06005
Butte Sheriff's Department,1999,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Butte County,06,007,06007
Calaveras Sheriff's Department,1999,4,NA,NA,154,3625,0,0,NA,NA,NA,NA,NA,Calaveras County,06,009,06009
Colusa Sheriff's Department,1999,4,0,1,NA,NA,5,0,NA,NA,NA,NA,NA,Colusa County,06,011,06011
Contra Costa Sheriff's Department,1999,4,91,NA,2780,32e3,5,7,NA,NA,NA,NA,NA,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,1999,4,4,10,276,3461,2,4,NA,NA,NA,NA,NA,El Dorado County,06,017,06017
Fresno Sheriff's Department,1999,4,39,84,10474,136450,1,7,NA,NA,NA,NA,NA,Fresno County,06,019,06019
Glenn Sheriff's Department,1999,4,1,0,895,6417,50,0,NA,NA,NA,NA,NA,Glenn County,06,021,06021
Humboldt Sheriff's Department,1999,4,NA,NA,565,14330,NA,1,NA,NA,NA,NA,NA,Humboldt County,06,023,06023
Imperial Sheriff's Department,1999,4,1,2,1896,47892,29.9,0,NA,NA,NA,NA,NA,Imperial County,06,025,06025
Inyo Sheriff's Department,1999,4,1,1,NA,NA,5,0,NA,NA,NA,NA,NA,Inyo County,06,027,06027
Kern Sheriff's Department,1999,4,32,NA,3932,36208,NA,14,NA,NA,NA,NA,NA,Kern County,06,029,06029
Kings Sheriff's Department,1999,4,8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Kings County,06,031,06031
Lake Sheriff's Department,1999,4,NA,NA,9933,22567,NA,1,NA,NA,NA,NA,NA,Lake County,06,033,06033
Lassen Sheriff's Department,1999,4,0,0,441,11833,0,0,NA,NA,NA,NA,NA,Lassen County,06,035,06035
Los Angeles Sheriff's Department,1999,4,844,1355,91134,832390,17,30,NA,NA,NA,NA,NA,Los Angeles County,06,037,06037
Madera Corrections Department,1999,4,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Madera County,06,039,06039
Marin Sheriff's Department,1999,4,5,16,2056,11315,21,0,NA,NA,NA,NA,NA,Marin County,06,041,06041
Mariposa Sheriff's Department,1999,4,1,4,96,941,0,0,NA,NA,NA,NA,NA,Mariposa County,06,043,06043
Mendocino Sheriff's Department,1999,4,0,2,400,10400,8,0,NA,NA,NA,NA,NA,Mendocino County,06,045,06045
Merced Sheriff's Department,1999,4,7,13,2636,26665,15,0,NA,NA,NA,NA,NA,Merced County,06,047,06047
Modoc Sheriff's Department,1999,4,3,4,192,1820,1,0,NA,NA,NA,NA,NA,Modoc County,06,049,06049
Mono Sheriff's Department,1999,4,0,1,1475,4200,1,1,NA,NA,NA,NA,NA,Mono County,06,051,06051
Monterey Sheriff's Department,1999,4,NA,NA,3178,8401,NA,0,NA,NA,NA,NA,NA,Monterey County,06,053,06053
Napa Corrections Department,1999,4,0,0,300,3600,15,1,NA,NA,NA,NA,NA,Napa County,06,055,06055
Nevada Sheriff's Department,1999,4,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,Nevada County,06,057,06057
Orange Sheriff's Department,1999,4,134,151,17193,177537,12.2,11,NA,NA,NA,NA,NA,Orange County,06,059,06059
Santa Ana Police Department,1999,4,NA,NA,NA,NA,19,0,NA,NA,NA,NA,NA,Orange County,06,059,06059
Placer Sheriff's Department,1999,4,1,5,726,6239,1.85,0,NA,NA,NA,NA,NA,Placer County,06,061,06061
Plumas Sheriff's Department,1999,4,0,1,103,452,0,0,NA,NA,NA,NA,NA,Plumas County,06,063,06063
Riverside Sheriff's Department,1999,4,29,5,10254,170867,15.02,80,NA,NA,NA,NA,NA,Riverside County,06,065,06065
Sacramento Sheriff's Department,1999,4,94,118,5278,67934,NA,NA,NA,NA,NA,NA,NA,Sacramento County,06,067,06067
San Benito Sheriff's Department,1999,4,2,3,NA,NA,10,0,NA,NA,NA,NA,NA,San Benito County,06,069,06069
San Bernardino Sheriff's Department,1999,4,73,152,11537,62210,16,9,NA,NA,NA,NA,NA,San Bernardino County,06,071,06071
San Diego Sheriff's Department,1999,4,100,211,15688,26163,5,9,NA,NA,NA,NA,NA,San Diego County,06,073,06073
San Diego Work Furlough,1999,4,0,0,0,0,0,0,NA,NA,NA,NA,NA,San Diego County,06,073,06073
San Diego Probation Department,1999,4,0,0,0,0,3,0,NA,NA,NA,NA,NA,San Diego County,06,073,06073
San Francisco Sheriff's Department,1999,4,NA,NA,260,389,NA,10,NA,NA,NA,NA,NA,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,1999,4,24,26,0,0,7,0,NA,NA,NA,NA,NA,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,1999,4,11,3,900,22982,13,0,NA,NA,NA,NA,NA,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,1999,4,41,58,NA,NA,14.6,0,NA,NA,NA,NA,NA,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,1999,4,7,11,1466,16814,23,3,NA,NA,NA,NA,NA,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,1999,4,225,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,Santa Clara County,06,085,06085
Santa Clara Probation Department,1999,4,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,1999,4,8,22,1144,6620,6,0,NA,NA,NA,NA,NA,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,1999,4,8,20,939,4648,2.3,0,NA,NA,NA,NA,NA,Shasta County,06,089,06089
Sierra Sheriff's Department,1999,4,0,0,269,729,0,0,NA,NA,NA,NA,NA,Sierra County,06,091,06091
Siskiyou Sheriff's Department,1999,4,1,3,NA,NA,0,1,NA,NA,NA,NA,NA,Siskiyou County,06,093,06093
Solano Sheriff's Department,1999,4,9,4,6500,6500,1,3,NA,NA,NA,NA,NA,Solano County,06,095,06095
Sonoma Sheriff's Department,1999,4,NA,NA,1300,19e3,NA,1,NA,NA,NA,NA,NA,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,1999,4,30,NA,NA,NA,4,0,NA,NA,NA,NA,NA,Stanislaus County,06,099,06099
Sutter Sheriff's Department,1999,4,23,9,290,2773,10,0,NA,NA,NA,NA,NA,Sutter County,06,101,06101
Tehama Sheriff's Department,1999,4,1,NA,NA,NA,22,0,NA,NA,NA,NA,NA,Tehama County,06,103,06103
Trinity Sheriff's Department,1999,4,0,0,135,1376,0,0,NA,NA,NA,NA,NA,Trinity County,06,105,06105
Tulare Sheriff's Department,1999,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Tulare County,06,107,06107
Tuolumne Sheriff's Department,1999,4,NA,NA,73,808,0,0,NA,NA,NA,NA,NA,Tuolumne County,06,109,06109
Ventura Sheriff's Department,1999,4,30,20,2678,47096,11,4,NA,NA,NA,NA,NA,Ventura County,06,111,06111
Ventura Work Furlough,1999,4,0,0,0,0,1,0,NA,NA,NA,NA,NA,Ventura County,06,111,06111
Yolo Sheriff's Department,1999,4,0,0,575,1551,3,0,NA,NA,NA,NA,NA,Yolo County,06,113,06113
Yuba Sheriff's Department,1999,4,3,4,346,2286,0,2,NA,NA,NA,NA,NA,Yuba County,06,115,06115
Alameda Sheriff's Department,1999,3,81,170,4840,25980,6,9,NA,NA,NA,NA,NA,Alameda County,06,001,06001
Amador Sheriff's Department,1999,3,0,4,NA,NA,1,0,NA,NA,NA,NA,NA,Amador County,06,005,06005
Butte Sheriff's Department,1999,3,NA,NA,350,2120,NA,NA,NA,NA,NA,NA,NA,Butte County,06,007,06007
Calaveras Sheriff's Department,1999,3,0,0,146,3656,0,0,NA,NA,NA,NA,NA,Calaveras County,06,009,06009
Colusa Sheriff's Department,1999,3,0,0,NA,NA,6,0,NA,NA,NA,NA,NA,Colusa County,06,011,06011
Contra Costa Sheriff's Department,1999,3,73,NA,2887,31009,5,7,NA,NA,NA,NA,NA,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,1999,3,3,7,276,3344,2,1,NA,NA,NA,NA,NA,El Dorado County,06,017,06017
Fresno Sheriff's Department,1999,3,33,97,10059,132842,6,5,NA,NA,NA,NA,NA,Fresno County,06,019,06019
Glenn Sheriff's Department,1999,3,0,0,839,6226,17,1,NA,NA,NA,NA,NA,Glenn County,06,021,06021
Humboldt Sheriff's Department,1999,3,NA,NA,542,14018,0,4,NA,NA,NA,NA,NA,Humboldt County,06,023,06023
Imperial Sheriff's Department,1999,3,1,0,NA,NA,35,3,NA,NA,NA,NA,NA,Imperial County,06,025,06025
Inyo Sheriff's Department,1999,3,1,3,NA,NA,8,1,NA,NA,NA,NA,NA,Inyo County,06,027,06027
Kern Sheriff's Department,1999,3,73,NA,3814,38042,NA,3,NA,NA,NA,NA,NA,Kern County,06,029,06029
Kings Sheriff's Department,1999,3,2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Kings County,06,031,06031
Lake Sheriff's Department,1999,3,NA,NA,11666,23334,NA,0,NA,NA,NA,NA,NA,Lake County,06,033,06033
Lassen Sheriff's Department,1999,3,0,0,2732,10821,0,0,NA,NA,NA,NA,NA,Lassen County,06,035,06035
Los Angeles Sheriff's Department,1999,3,865,1432,90779,832897,17,40,NA,NA,NA,NA,NA,Los Angeles County,06,037,06037
Scapular House,1999,3,0,0,0,0,10,0,NA,NA,NA,NA,NA,Los Angeles County,06,037,06037
Madera Corrections Department,1999,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Madera County,06,039,06039
Marin Sheriff's Department,1999,3,4,19,1962,11125,19,0,NA,NA,NA,NA,NA,Marin County,06,041,06041
Mariposa Sheriff's Department,1999,3,1,4,93,916,0,0,NA,NA,NA,NA,NA,Mariposa County,06,043,06043
Mendocino Sheriff's Department,1999,3,0,2,400,10400,9,0,NA,NA,NA,NA,NA,Mendocino County,06,045,06045
Merced Sheriff's Department,1999,3,8,14,2639,26686,16,0,NA,NA,NA,NA,NA,Merced County,06,047,06047
Modoc Sheriff's Department,1999,3,2,4,180,2028,0,2,NA,NA,NA,NA,NA,Modoc County,06,049,06049
Mono Sheriff's Department,1999,3,0,0,1650,4400,1,0,NA,NA,NA,NA,NA,Mono County,06,051,06051
Monterey Sheriff's Department,1999,3,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,Monterey County,06,053,06053
Napa Corrections Department,1999,3,0,0,1600,1200,16,0,NA,NA,NA,NA,NA,Napa County,06,055,06055
Nevada Sheriff's Department,1999,3,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,Nevada County,06,057,06057
Orange Sheriff's Department,1999,3,64,53,17083,180088,11.6,12,NA,NA,NA,NA,NA,Orange County,06,059,06059
Santa Ana Police Department,1999,3,NA,NA,NA,NA,26,0,NA,NA,NA,NA,NA,Orange County,06,059,06059
Placer Sheriff's Department,1999,3,6,10,900,11e3,NA,0,NA,NA,NA,NA,NA,Placer County,06,061,06061
Plumas Sheriff's Department,1999,3,0,2,110,498,1,0,NA,NA,NA,NA,NA,Plumas County,06,063,06063
Riverside Sheriff's Department,1999,3,34,6,10375,170415,15.65,77,NA,NA,NA,NA,NA,Riverside County,06,065,06065
Sacramento Sheriff's Department,1999,3,87,109,4450,70347,NA,NA,NA,NA,NA,NA,NA,Sacramento County,06,067,06067
San Benito Sheriff's Department,1999,3,2,2,NA,NA,10,0,NA,NA,NA,NA,NA,San Benito County,06,069,06069
San Bernardino Sheriff's Department,1999,3,64,129,11416,60427,17,8,NA,NA,NA,NA,NA,San Bernardino County,06,071,06071
San Diego Sheriff's Department,1999,3,97,217,15523,27663,5,8,NA,NA,NA,NA,NA,San Diego County,06,073,06073
San Diego Work Furlough,1999,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,San Diego County,06,073,06073
San Diego Probation Department,1999,3,0,0,0,0,4.5,0,NA,NA,NA,NA,NA,San Diego County,06,073,06073
San Francisco Sheriff's Department,1999,3,NA,NA,440,294,NA,18,NA,NA,NA,NA,NA,San Francisco County,06,075,06075
San Joaquin Sheriff's Department,1999,3,24,21,NA,NA,7,0,NA,NA,NA,NA,NA,San Joaquin County,06,077,06077
San Luis Obispo Sheriff's Department,1999,3,7,10,877,22955,4.1,1,NA,NA,NA,NA,NA,San Luis Obispo County,06,079,06079
San Mateo Sheriff's Department,1999,3,54,72,NA,NA,13,0,NA,NA,NA,NA,NA,San Mateo County,06,081,06081
Santa Barbara Sheriff's Department,1999,3,3,2,1515,17660,22,1,NA,NA,NA,NA,NA,Santa Barbara County,06,083,06083
Santa Clara Corrections Department,1999,3,207,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,Santa Clara County,06,085,06085
Santa Clara Probation Department,1999,3,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,Santa Clara County,06,085,06085
Santa Cruz Sheriff's Department,1999,3,8,26,2e3,6e3,3,2,NA,NA,NA,NA,NA,Santa Cruz County,06,087,06087
Shasta Sheriff's Department,1999,3,41,1,940,4701,3,3,NA,NA,NA,NA,NA,Shasta County,06,089,06089
Sierra Sheriff's Department,1999,3,0,0,93,999,0,0,NA,NA,NA,NA,NA,Sierra County,06,091,06091
Siskiyou Sheriff's Department,1999,3,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,Siskiyou County,06,093,06093
Solano Sheriff's Department,1999,3,9,4,6500,6500,3,16,NA,NA,NA,NA,NA,Solano County,06,095,06095
Sonoma Sheriff's Department,1999,3,NA,NA,1329,19010,2,11,NA,NA,NA,NA,NA,Sonoma County,06,097,06097
Stanislaus Sheriff's Department,1999,3,32,NA,NA,NA,5,2,NA,NA,NA,NA,NA,Stanislaus County,06,099,06099
Sutter Sheriff's Department,1999,3,11,7,308,2686,5,0,NA,NA,NA,NA,NA,Sutter County,06,101,06101
Tehama Sheriff's Department,1999,3,1,NA,NA,NA,31,0,NA,NA,NA,NA,NA,Tehama County,06,103,06103
Trinity Sheriff's Department,1999,3,0,0,135,1376,0,0,NA,NA,NA,NA,NA,Trinity County,06,105,06105
Tulare Sheriff's Department,1999,3,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,Tulare County,06,107,06107
Tuolumne Sheriff's Department,1999,3,0,0,177,846,0,0,NA,NA,NA,NA,NA,Tuolumne County,06,109,06109
Ventura Sheriff's Department,1999,3,15,25,2630,84625,1.35,2,NA,NA,NA,NA,NA,Ventura County,06,111,06111
Ventura Work Furlough,1999,3,0,0,0,0,1,0,NA,NA,NA,NA,NA,Ventura County,06,111,06111
Yolo Sheriff's Department,1999,3,0,0,2783,3625,6,2,NA,NA,NA,NA,NA,Yolo County,06,113,06113
Yuba Sheriff's Department,1999,3,4,6,379,2457,4,1,NA,NA,NA,NA,NA,Yuba County,06,115,06115
Alameda Sheriff's Department,1999,2,92,199,4845,26782,6,13,NA,NA,NA,NA,NA,Alameda County,06,001,06001
Amador Sheriff's Department,1999,2,0,1,NA,NA,0,0,NA,NA,NA,NA,NA,Amador County,06,005,06005
Butte Sheriff's Department,1999,2,0,0,350,2120,0,0,NA,NA,NA,NA,NA,Butte County,06,007,06007
Calaveras Sheriff's Department,1999,2,0,0,146,3656,0,3,NA,NA,NA,NA,NA,Calaveras County,06,009,06009
Colusa Sheriff's Department,1999,2,0,0,0,0,6,0,NA,NA,NA,NA,NA,Colusa County,06,011,06011
Contra Costa Sheriff's Department,1999,2,65,NA,2907,31187,5,12,NA,NA,NA,NA,NA,Contra Costa County,06,013,06013
El Dorado Sheriff's Department,1999,2,3,8,313,4021,1,2,NA,NA,NA,NA,NA,El Dorado County,06,017,06017
Fresno Sheriff's Department,1999,2,43,91,9637,129239,6,2,NA,NA,NA,NA,NA,Fresno County,06,019,06019
Glenn Sheriff's Department,1999,2,0,2,237,4337,16,1,NA,NA,NA,NA,NA,Glenn County,06,021,06021
Humboldt Sheriff's Department,1999,2,4,0,530,14281,0,0,NA,NA,NA,NA,NA,Humboldt County,06,023,06023
Imperial Sheriff's Department,1999,2,0,2,NA,NA,35,0,NA,NA,NA,NA,NA,Imperial County,06,025,06025
Inyo Sheriff's Department,1999,2,0,3,NA,NA,5,0,NA,NA,NA,NA,NA,Inyo County,06,027,06027
Kern Sheriff's Department,1999,2,NA,NA,3981,40003,NA,16,NA,NA,NA,NA,NA,Kern County,06,029,06029
Kings Sheriff's Department,1999,2,4,NA,0,NA,NA,0,NA,NA,NA,NA,NA,Kings County,06,031,06031
Lake Sheriff's Department,1999,2,NA,NA,11666,23334,NA,NA,NA,NA,NA,NA,NA,Lake County,06,033,06033
Lassen Sheriff's Department,1999,2,0,0,1753,11212,0,0,NA,NA,NA,NA,NA,Lassen County,06,035,06035
Los Angeles Sheriff's Department,1999,2,812,1388,90225,836701,17,53,NA,NA,NA,NA,NA,Los Angeles County,06,037,06037
Scapular House,1999,2,0,0,0,0,10,0,NA,NA,NA,NA,NA,Los Angeles County,06,037,06037
Madera Corrections Department,1999,2,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,Madera County,06,039,06039
Marin Sheriff's Department,1999,2,4,3,1840,12350,20,0,NA,NA,NA,NA,NA,Marin County,06,041,06041
