jurisdiction,year,month,census_county_name,fips_state_code,fips_county_code,fips_state_county_code,facility,avg_daily_pop_unsentenced_male,avg_daily_pop_unsentenced_female,avg_daily_pop_sentenced_male,avg_daily_pop_sentenced_female,avg_daily_pop_total_facility
Humboldt Sheriff's Department,2018,march,Humboldt County,06,023,06023,Humboldt Co. Corr. Facility,231,41,103,25,400
Imperial Sheriff's Department,2018,march,Imperial County,06,025,06025,Herbert Hughes Corr. Center,81,10,5,5,101
Imperial Sheriff's Department,2018,march,Imperial County,06,025,06025,Imperial Adult Regional Fac.,163,21,202,10,396
Inyo Sheriff's Department,2018,march,Inyo County,06,027,06027,Inyo County Jail,23,2,21,8,54
Kern Sheriff's Department,2018,march,Kern County,06,029,06029,Central Receiving Facility,69,18,23,4,114
Kern Sheriff's Department,2018,march,Kern County,06,029,06029,Lerdo Maximum/Medium,270,0,111,0,381
Kern Sheriff's Department,2018,march,Kern County,06,029,06029,Lerdo Minimum,197,45,301,46,589
Kern Sheriff's Department,2018,march,Kern County,06,029,06029,Lerdo Pre-Trial Facility,686,121,124,29,960
Kings Sheriff's Department,2018,march,Kings County,06,031,06031,Kings County Jail Facility,319,56,61,22,458
Lake Sheriff's Department,2018,march,Lake County,06,033,06033,Lake County Hill Road Facility,165,25,99,26,315
Lassen Sheriff's Department,2018,march,Lassen County,06,035,06035,Lassen Adult Detention Facility,54,9,39,7,109
Los Angeles Sheriff's Department,2018,march,Los Angeles County,06,037,06037,LA Century Reg. Det. Facility,0,1253,0,755,2008
Los Angeles Sheriff's Department,2018,march,Los Angeles County,06,037,06037,LA Men's Central Jail,2746,0,1438,0,4184
Los Angeles Sheriff's Department,2018,march,Los Angeles County,06,037,06037,LA North County Corr. Facility,2474,0,1553,0,4027
Los Angeles Sheriff's Department,2018,march,Los Angeles County,06,037,06037,LA Pitchess East Facility,1,0,54,0,55
Los Angeles Sheriff's Department,2018,march,Los Angeles County,06,037,06037,LA Pitchess North Facility,872,0,595,0,1467
Los Angeles Sheriff's Department,2018,march,Los Angeles County,06,037,06037,LA Pitchess South (No. Annex),501,0,949,0,1450
Los Angeles Sheriff's Department,2018,march,Los Angeles County,06,037,06037,LA Twin Towers Corr. Facility,2364,19,965,128,3476
Madera Corrections Department,2018,march,Madera County,06,039,06039,Madera Adult Correctional Fac,336,39,76,12,463
Marin Sheriff's Department,2018,march,Marin County,06,041,06041,Marin County Jail,195,42,58,16,311
Mariposa Sheriff's Department,2018,march,Mariposa County,06,043,06043,Mariposa Co. Adult Det. Fac.,19,5,13,4,41
Mendocino Sheriff's Department,2018,march,Mendocino County,06,045,06045,Mendocino Adult Det. Facility,179,19,88,20,306
Merced Sheriff's Department,2018,march,Merced County,06,047,06047,John Latorraca Correctional Center,338,49,20,4,411
Merced Sheriff's Department,2018,march,Merced County,06,047,06047,Merced County Jail,168,4,6,0,178
Modoc Sheriff's Department,2018,march,Modoc County,06,049,06049,Modoc County Jail,18,2,11,3,34
Mono Sheriff's Department,2018,march,Mono County,06,051,06051,Mono County Jail,16,2,16,2,36
Monterey Sheriff's Department,2018,march,Monterey County,06,053,06053,Monterey County Jail,444,60,303,53,860
Monterey Sheriff's Department,2018,march,Monterey County,06,053,06053,Monterey County Rehabilitation,0,0,0,0,0
Napa Corrections Department,2018,march,Napa County,06,055,06055,Napa County Jail,131,22,58,13,224
Nevada Sheriff's Department,2018,march,Nevada County,06,057,06057,Wayne Brown Correctional Facility,135,38,35,5,213
Orange Sheriff's Department,2018,march,Orange County,06,059,06059,Intake Release Center,297,144,111,152,704
Orange Sheriff's Department,2018,march,Orange County,06,059,06059,James A Musick Facilities,145,17,556,149,867
Orange Sheriff's Department,2018,march,Orange County,06,059,06059,Orange County Mens Jail,727,0,342,0,1069
Orange Sheriff's Department,2018,march,Orange County,06,059,06059,Orange County Women's Jail,0,161,0,160,321
Orange Sheriff's Department,2018,march,Orange County,06,059,06059,Theo Lacy,1434,0,1527,0,2961
Placer Sheriff's Department,2018,march,Placer County,06,061,06061,Placer County Main Jail,253,34,46,8,341
Placer Sheriff's Department,2018,march,Placer County,06,061,06061,So. Placer Minimum Security,8,0,111,0,119
Placer Sheriff's Department,2018,march,Placer County,06,061,06061,South Placer Jail,208,5,33,49,295
Plumas Sheriff's Department,2018,march,Plumas County,06,063,06063,Plumas County Jail,22.97,12.84,6.48,2.2600000000000002,45
Riverside Sheriff's Department,2018,march,Riverside County,06,065,06065,Blythe Jail,62,0,49,0,111
Riverside Sheriff's Department,2018,march,Riverside County,06,065,06065,Indio Jail,234,51,62,21,368
Riverside Sheriff's Department,2018,march,Riverside County,06,065,06065,Larry D. Smith Correctional Facility,911,123,371,83,1488
Riverside Sheriff's Department,2018,march,Riverside County,06,065,06065,Robert Presley Detention Ctr.,458,128,155,39,780
Riverside Sheriff's Department,2018,march,Riverside County,06,065,06065,Southwest Detention Center,664,5,273,1,943
Sacramento Sheriff's Department,2018,march,Sacramento County,06,067,06067,Rio Cosumnes Correctional Ctr.,586,34,871,170,1661
Sacramento Sheriff's Department,2018,march,Sacramento County,06,067,06067,Sacramento County Main Jail,1346,147,425,83,2001
San Benito Sheriff's Department,2018,march,San Benito County,06,069,06069,San Benito Adult Detention,59,11,39,10,119
San Bernardino Sheriff's Department,2018,march,San Bernardino County,06,071,06071,San Bernardino Central Detention Center,347,175,164,62,748
San Bernardino Sheriff's Department,2018,march,San Bernardino County,06,071,06071,San Bernardino County Glen Helen,306,127,431,152,1016
San Bernardino Sheriff's Department,2018,march,San Bernardino County,06,071,06071,San Bernardino High Desert Detention Center,861,0,309,0,1170
San Bernardino Sheriff's Department,2018,march,San Bernardino County,06,071,06071,West Valley Detention Center,1671,250,363,72,2356
San Diego Sheriff's Department,2018,march,San Diego County,06,073,06073,East Mesa Reentry Facility,154,0,610,0,764
San Diego Sheriff's Department,2018,march,San Diego County,06,073,06073,George Bailey Detention Facility,792,0,849,0,1641
San Diego Sheriff's Department,2018,march,San Diego County,06,073,06073,Las Colinas Women's Detention,0,387,0,424,811
San Diego Sheriff's Department,2018,march,San Diego County,06,073,06073,San Diego Central Detention,715,0,300,0,1015
San Diego Sheriff's Department,2018,march,San Diego County,06,073,06073,San Diego Facility #8,140,0,89,0,229
San Diego Sheriff's Department,2018,march,San Diego County,06,073,06073,South Bay Regional Facility- Chula Vista,207,0,184,0,391
San Diego Sheriff's Department,2018,march,San Diego County,06,073,06073,Vista Facility,423,48,315,19,805
San Diego Work Furlough,2018,march,San Diego County,06,073,06073,Wk. Furlough/Corr. Alternative,2.48,2.13,229.94,40.809999999999995,275
San Francisco Sheriff's Department,2018,march,San Francisco County,06,075,06075,San Francisco County Jail #2,102.63,86.73,18.110000000000003,15.3,223
San Francisco Sheriff's Department,2018,march,San Francisco County,06,075,06075,San Francisco County Jail #3,0,0,0,0,0
San Francisco Sheriff's Department,2018,march,San Francisco County,06,075,06075,San Francisco County Jail #4,286.5,0,50.56,0,337
San Francisco Sheriff's Department,2018,march,San Francisco County,06,075,06075,San Francisco County Jail #5,549.65,0,97,0,647
San Joaquin Sheriff's Department,2018,march,San Joaquin County,06,077,06077,John J. Zunino Facility,782,91,145,19,1037
San Joaquin Sheriff's Department,2018,march,San Joaquin County,06,077,06077,San Joaquin County Honor Farm,21,10,168,33,232
San Luis Obispo Sheriff's Department,2018,march,San Luis Obispo County,06,079,06079,San Luis Obispo County Jail,207,24,168,49,448
San Luis Obispo Sheriff's Department,2018,march,San Luis Obispo County,06,079,06079,San Luis Obispo Honor Farm,1,0,43,0,44
San Mateo Sheriff's Department,2018,march,San Mateo County,06,081,06081,Maguire Correctional Facility,353,3,149,0,505
San Mateo Sheriff's Department,2018,march,San Mateo County,06,081,06081,Maple Street Correctional Facility,165,68,176,51,460
San Mateo Sheriff's Department,2018,march,San Mateo County,06,081,06081,SM Transitional Facility,0,0,15,13,28
Santa Barbara Sheriff's Department,2018,march,Santa Barbara County,06,083,06083,Medium Security Facility,0,0,0,0,0
Santa Barbara Sheriff's Department,2018,march,Santa Barbara County,06,083,06083,Santa Barbara County Main Jail,497,80,279,57,913
Santa Clara Corrections Department,2018,march,Santa Clara County,06,085,06085,Elmwood Complex - Men's facility,1398,0,645,0,2043
Santa Clara Corrections Department,2018,march,Santa Clara County,06,085,06085,Elmwood Complex - Women's Facility,0,278,0,133,411
Santa Clara Corrections Department,2018,march,Santa Clara County,06,085,06085,Santa Clara County Main Jail,691,0,70,0,761
Santa Cruz Sheriff's Department,2018,march,Santa Cruz County,06,087,06087,Santa Cruz Blaine Womens Min,0,2,0,2,4
Santa Cruz Sheriff's Department,2018,march,Santa Cruz County,06,087,06087,Santa Cruz Main Jail,225,26,75,11,337
Santa Cruz Sheriff's Department,2018,march,Santa Cruz County,06,087,06087,Santa Cruz Medium Security,43,3,45,3,94
Shasta Sheriff's Department,2018,march,Shasta County,06,089,06089,Shasta County Main Jail,217,38,70,17,342
Siskiyou Sheriff's Department,2018,march,Siskiyou County,06,093,06093,Siskiyou County Jail,68,11,8,3,90
Solano Sheriff's Department,2018,march,Solano County,06,095,06095,Claybank Facility,88,18,77,16,199
Solano Sheriff's Department,2018,march,Solano County,06,095,06095,Solano County Justice Center,238,44,44,12,338
Solano Sheriff's Department,2018,march,Solano County,06,095,06095,Stanton Correctional Facility,150,0,63,0,213
Sonoma Sheriff's Department,2018,march,Sonoma County,06,097,06097,Sonoma Main Adult Detention,361,88,206,64,719
Sonoma Sheriff's Department,2018,march,Sonoma County,06,097,06097,Sonoma-North County Facility,172,0,212,0,384
Stanislaus Sheriff's Department,2018,march,Stanislaus County,06,099,06099,Public Safety Cntr Units 1 & 2,187,0,172,0,359
Stanislaus Sheriff's Department,2018,march,Stanislaus County,06,099,06099,Stanislaus Co. Public Safety Center,554,100,119,42,815
Sutter Sheriff's Department,2018,march,Sutter County,06,101,06101,Sutter County Jail,131,17,45,25,218
Tehama Sheriff's Department,2018,march,Tehama County,06,103,06103,Tehama County Jail,102,19,62,11,194
Trinity Sheriff's Department,2018,march,Trinity County,06,105,06105,Trinity Co. Detention Facility,0,0,0,0,0
Tulare Sheriff's Department,2018,march,Tulare County,06,107,06107,Bob Wiley Detention Facility,381,90,133,75,679
Tulare Sheriff's Department,2018,march,Tulare County,06,107,06107,Men's Correctional Facility,95,0,124,0,219
Tulare Sheriff's Department,2018,march,Tulare County,06,107,06107,Pre-Trial Facility,239,23,90,21,373
Tulare Sheriff's Department,2018,march,Tulare County,06,107,06107,Tulare County Jail,181,0,88,0,269
Tuolumne Sheriff's Department,2018,march,Tuolumne County,06,109,06109,Tuolumne County Jail,89,26,24,6,145
Ventura Sheriff's Department,2018,march,Ventura County,06,111,06111,Todd Road Jail,285,109,260,92,746
Ventura Sheriff's Department,2018,march,Ventura County,06,111,06111,Ventura County Main Jail,437,10,275,5,727
Yolo Sheriff's Department,2018,march,Yolo County,06,113,06113,Leinberger Center,40,5,43,7,95
Yolo Sheriff's Department,2018,march,Yolo County,06,113,06113,Monroe Detention Center,188,29,53,8,278
Yuba Sheriff's Department,2018,march,Yuba County,06,115,06115,Yuba County Jail,175,33,92,25,325
Alameda Sheriff's Department,2018,june,Alameda County,06,001,06001,Glen Dyer Jail,398,0,28,0,426
Alameda Sheriff's Department,2018,june,Alameda County,06,001,06001,Santa Rita Jail,1551,191,322,37,2101
Amador Sheriff's Department,2018,june,Amador County,06,005,06005,Amador County Jail,34.47,7.57,45.06,10.33,97
Butte Sheriff's Department,2018,june,Butte County,06,007,06007,Butte County Jail,310,56,171,23,560
Calaveras Sheriff's Department,2018,june,Calaveras County,06,009,06009,Calaveras Co. Adult Detention Facility,43,5,32,6,86
Colusa Sheriff's Department,2018,june,Colusa County,06,011,06011,Colusa County Jail,36,11,21,11,79
Contra Costa Sheriff's Department,2018,june,Contra Costa County,06,013,06013,Marsh Creek Detention Facility,0,0,49,0,49
Contra Costa Sheriff's Department,2018,june,Contra Costa County,06,013,06013,Martinez Detention Facility,543,7,107,17,674
Contra Costa Sheriff's Department,2018,june,Contra Costa County,06,013,06013,West County Detention Facility,453,103,128,49,733
Del Norte Sheriff's Department,2018,june,Del Norte County,06,015,06015,Del Norte County Jail,45,7,26,10,88
El Dorado Sheriff's Department,2018,june,El Dorado County,06,017,06017,El Dorado County Jail,115,17,84,31,247
El Dorado Sheriff's Department,2018,june,El Dorado County,06,017,06017,South Lake Tahoe Jail,57,8,62,11,138
Fresno Sheriff's Department,2018,june,Fresno County,06,019,06019,Fresno County Main Jail,705,14,218,2,939
Fresno Sheriff's Department,2018,june,Fresno County,06,019,06019,Fresno North Annex  Jail,1119,0,477,0,1596
Fresno Sheriff's Department,2018,june,Fresno County,06,019,06019,Fresno South Annex Jail,166,191,27,118,502
Glenn Sheriff's Department,2018,june,Glenn County,06,021,06021,Glenn Co Adult Detention Fac,58,16,20,4,98
Humboldt Sheriff's Department,2018,june,Humboldt County,06,023,06023,Humboldt Co. Corr. Facility,246,38,94,18,396
Imperial Sheriff's Department,2018,june,Imperial County,06,025,06025,Herbert Hughes Corr. Center,77,10,5,5,97
Imperial Sheriff's Department,2018,june,Imperial County,06,025,06025,Imperial Adult Regional Fac.,154,20,190,10,374
Inyo Sheriff's Department,2018,june,Inyo County,06,027,06027,Inyo County Jail,24,6,23,3,56
Kern Sheriff's Department,2018,june,Kern County,06,029,06029,Central Receiving Facility,129,20,16,5,170
Kern Sheriff's Department,2018,june,Kern County,06,029,06029,Kern County Justice Facility,605,0,70,0,675
Kern Sheriff's Department,2018,june,Kern County,06,029,06029,Lerdo Maximum/Medium,240,16,46,17,319
Kern Sheriff's Department,2018,june,Kern County,06,029,06029,Lerdo Minimum,37,12,77,22,148
Kern Sheriff's Department,2018,june,Kern County,06,029,06029,Lerdo Pre-Trial Facility,462,153,17,43,675
Kings Sheriff's Department,2018,june,Kings County,06,031,06031,Kings County Jail Facility,337,61,84,23,505
Lake Sheriff's Department,2018,june,Lake County,06,033,06033,Lake County Hill Road Facility,162,30,103,33,328
Lassen Sheriff's Department,2018,june,Lassen County,06,035,06035,Lassen Adult Detention Facility,54,13,43,6,116
Los Angeles Sheriff's Department,2018,june,Los Angeles County,06,037,06037,LA Century Reg. Det. Facility,0,1263,0,908,2171
Los Angeles Sheriff's Department,2018,june,Los Angeles County,06,037,06037,LA Men's Central Jail,2655,0,1555,0,4210
Los Angeles Sheriff's Department,2018,june,Los Angeles County,06,037,06037,LA North County Corr. Facility,2402,0,1461,0,3863
Los Angeles Sheriff's Department,2018,june,Los Angeles County,06,037,06037,LA Pitchess East Facility,0,0,66,0,66
Los Angeles Sheriff's Department,2018,june,Los Angeles County,06,037,06037,LA Pitchess North Facility,824,0,620,0,1444
Los Angeles Sheriff's Department,2018,june,Los Angeles County,06,037,06037,LA Pitchess South (No. Annex),478,0,898,0,1376
Los Angeles Sheriff's Department,2018,june,Los Angeles County,06,037,06037,LA Twin Towers Corr. Facility,2393,14,981,4,3392
Madera Corrections Department,2018,june,Madera County,06,039,06039,Madera Adult Correctional Fac,315,48,66,9,438
Marin Sheriff's Department,2018,june,Marin County,06,041,06041,Marin County Jail,205,37,68,15,325
Mariposa Sheriff's Department,2018,june,Mariposa County,06,043,06043,Mariposa Co. Adult Det. Fac.,16,4,13,3,36
Mendocino Sheriff's Department,2018,june,Mendocino County,06,045,06045,Mendocino Adult Det. Facility,164,23,99,17,303
Merced Sheriff's Department,2018,june,Merced County,06,047,06047,John Latorraca Correctional Center,333,56,31,3,423
Merced Sheriff's Department,2018,june,Merced County,06,047,06047,Merced County Jail,160,6,6,0,172
Modoc Sheriff's Department,2018,june,Modoc County,06,049,06049,Modoc County Jail,19,4,11,2,36
Mono Sheriff's Department,2018,june,Mono County,06,051,06051,Mono County Jail,14,2,13,0,29
Monterey Sheriff's Department,2018,june,Monterey County,06,053,06053,Monterey County Jail,464,72,286,54,876
